applicant_id,age,income,loan_amount,loan_term_months,credit_score,employment_years,debt_to_income,num_credit_lines,late_payments_2y,race,gender,default
1157,28,45956.0,7002.0,12,484,8,0.15,6,1,Black,Male,1
1158,47,26759.0,32110.0,36,819,0,0.221,4,1,White,Female,0
1159,48,35763.0,7068.0,12,627,10,0.33,1,0,Hispanic,Female,0
1160,41,12564.0,4456.0,24,487,6,0.525,3,0,Black,Male,0
1161,72,23937.0,45562.0,24,662,0,0.279,0,1,Other,Male,0
1162,26,28408.0,10316.0,36,652,4,0.459,5,0,Asian,Female,0
1163,72,26517.0,41241.0,36,643,1,0.521,3,0,White,Female,0
1164,20,39792.0,27687.0,48,729,0,0.221,2,1,White,Male,0
1165,68,22171.0,4815.0,48,709,9,0.266,4,0,Black,Male,0
1166,48,71155.0,47817.0,36,673,2,0.246,4,0,Black,Male,0
1167,57,36320.0,13101.0,36,686,2,0.508,6,0,White,Male,0
1168,54,36113.0,43123.0,36,641,0,0.074,3,1,White,Female,0
1169,53,29830.0,9272.0,48,792,2,0.22,2,0,White,Female,0
1170,41,39859.0,42843.0,12,531,10,0.424,0,1,Asian,Female,1
1171,48,59579.0,1648.0,12,661,2,0.361,3,0,Asian,Female,0
1172,23,21584.0,26077.0,48,655,15,0.29,3,0,White,Female,0
1173,19,24468.0,38703.0,36,715,14,0.347,4,1,White,Female,0
1174,37,30266.0,46805.0,24,582,0,0.159,3,0,White,Male,1
1175,45,16195.0,45551.0,24,510,0,0.287,4,0,White,Female,1
1176,28,22213.0,41162.0,60,662,9,0.326,1,1,Hispanic,Male,0
1177,21,27290.0,44521.0,60,672,2,0.546,0,1,Hispanic,Male,0
1178,32,61367.0,10762.0,48,769,0,0.193,3,1,White,Male,0
1179,23,42512.0,14925.0,36,548,1,0.527,2,0,White,Male,1
1180,71,40788.0,15159.0,36,742,4,0.404,3,0,White,Female,0
1181,66,60508.0,19476.0,60,839,8,0.061,2,0,Asian,Male,0
1182,47,33442.0,20273.0,60,619,0,0.449,3,1,White,Male,0
1183,73,45903.0,27683.0,24,546,0,0.07,3,0,White,Female,1
1184,55,34135.0,8834.0,48,617,12,0.599,0,1,Hispanic,Male,0
1185,68,42583.0,34871.0,24,651,6,0.53,1,0,Hispanic,Male,0
1186,74,25600.0,9211.0,24,695,4,0.214,2,0,Asian,Female,0
1187,19,8406.0,16205.0,48,602,7,0.192,4,0,White,Male,0
1188,32,33504.0,25664.0,36,774,2,0.26,3,1,White,Female,0
1189,28,85276.0,40026.0,60,560,7,0.246,0,0,White,Female,0
1190,25,63306.0,37234.0,12,510,2,0.255,5,0,Asian,Female,1
1191,43,64812.0,32631.0,36,738,1,0.225,3,0,Hispanic,Female,0
1192,68,76243.0,8633.0,60,468,6,0.392,2,0,Hispanic,Female,1
1193,62,38300.0,27805.0,60,633,2,0.14,2,0,White,Male,0
1194,61,40880.0,5285.0,24,850,19,0.515,2,0,Hispanic,Female,0
1195,22,25070.0,19491.0,36,649,2,0.497,1,1,White,Female,0
1196,23,30042.0,21262.0,48,560,12,0.312,0,0,White,Female,0
1197,43,52547.0,2951.0,24,645,13,0.519,5,0,White,Female,0
1198,71,74782.0,14425.0,60,645,1,0.186,5,1,Black,Female,1
1199,21,33401.0,47827.0,60,662,8,0.06,0,3,White,Male,0
1200,36,27719.0,47728.0,24,702,2,0.391,1,0,Hispanic,Male,0
1201,37,36327.0,18264.0,24,566,12,0.302,2,0,Hispanic,Female,1
1202,50,52090.0,3112.0,12,785,2,0.362,2,3,White,Male,0
1203,37,15271.0,9776.0,60,669,6,0.545,4,0,Black,Female,0
1204,66,9157.0,20219.0,24,708,3,0.583,2,0,White,Female,0
1205,29,26100.0,47441.0,36,599,1,0.399,5,0,White,Female,0
1206,64,17458.0,7919.0,36,752,1,0.47,3,0,Black,Male,0
1207,18,26772.0,38412.0,36,629,2,0.096,2,1,Hispanic,Female,0
1208,43,33234.0,6325.0,12,672,7,0.138,4,0,White,Female,0
1209,31,27669.0,49082.0,24,575,4,0.453,4,2,Hispanic,Male,1
1210,55,86810.0,19699.0,60,570,5,0.287,2,0,Hispanic,Female,1
1211,54,44181.0,38986.0,60,705,1,0.295,0,1,White,Male,0
1212,28,43490.0,17787.0,48,614,3,0.22,5,0,White,Male,1
1213,53,52750.0,31756.0,12,581,0,0.384,2,0,Black,Female,0
1214,30,18337.0,10409.0,36,598,8,0.152,3,1,White,Male,0
1215,60,67742.0,8155.0,48,705,22,0.395,0,1,Asian,Female,0
1216,20,34702.0,46965.0,24,599,2,0.146,5,1,Hispanic,Male,0
1217,50,54300.0,45965.0,60,640,0,0.085,3,1,White,Male,1
1218,23,19089.0,44486.0,48,651,0,0.232,3,0,Other,Male,0
1219,67,14296.0,31646.0,12,496,5,0.177,1,1,White,Female,1
1220,73,59322.0,40605.0,60,532,4,0.539,6,1,Asian,Male,0
1221,27,45517.0,4383.0,60,676,7,0.08,2,0,White,Female,0
1222,22,21137.0,17405.0,12,591,1,0.147,4,2,Hispanic,Female,0
1223,40,21552.0,16371.0,36,734,7,0.352,3,2,White,Female,0
1224,27,71343.0,32147.0,36,727,5,0.315,1,1,Hispanic,Male,1
1225,61,17789.0,18442.0,36,707,1,0.075,3,0,White,Male,0
1226,19,97305.0,8277.0,24,795,3,0.054,3,0,White,Female,0
1227,30,21155.0,30227.0,36,643,0,0.593,1,0,White,Female,0
1228,57,53265.0,40905.0,60,701,3,0.412,5,0,Hispanic,Female,0
1229,19,29817.0,19724.0,36,603,10,0.251,2,2,White,Female,1
1230,37,52152.0,7481.0,12,846,2,0.309,8,1,Black,Female,0
1231,18,26200.0,10638.0,48,808,9,0.197,5,0,Hispanic,Female,0
1232,54,32936.0,12637.0,36,650,4,0.24,3,0,Asian,Male,0
1233,26,37218.0,15695.0,60,680,1,0.407,2,3,White,Female,0
1234,34,19904.0,32497.0,36,758,4,0.536,0,0,Asian,Female,0
1235,26,56641.0,30446.0,24,638,3,0.151,2,1,White,Female,1
1236,28,26691.0,35108.0,24,597,2,0.512,6,0,Hispanic,Female,0
1237,32,31661.0,18763.0,48,719,0,0.117,4,1,Hispanic,Male,0
1238,41,19998.0,41376.0,24,656,2,0.168,3,0,White,Male,0
1239,55,7806.0,11000.0,48,664,0,0.07,4,0,White,Female,0
1240,72,32383.0,23983.0,24,583,0,0.127,2,0,White,Female,0
1241,52,154441.0,40246.0,36,512,2,0.555,2,0,White,Female,1
1242,47,58149.0,9828.0,36,668,1,0.303,2,0,Asian,Male,0
1243,48,35898.0,6383.0,60,722,12,0.093,3,0,White,Male,0
1244,66,31016.0,44301.0,60,631,2,0.578,3,0,Asian,Male,0
1245,22,36808.0,17804.0,24,764,7,0.533,5,2,White,Female,0
1246,61,50426.0,34510.0,36,593,3,0.465,5,2,Other,Male,1
1247,67,17881.0,2242.0,24,565,6,0.563,2,0,Hispanic,Female,0
1248,31,70869.0,34812.0,36,644,1,0.171,0,0,Hispanic,Female,0
1249,70,55783.0,16489.0,36,643,14,0.51,1,0,White,Female,1
1250,73,55877.0,3731.0,60,711,3,0.429,3,0,White,Female,0
1251,28,47244.0,30881.0,60,588,8,0.528,2,0,White,Female,1
1252,26,36745.0,12799.0,36,759,2,0.488,5,0,White,Male,0
1253,51,54378.0,19954.0,36,807,0,0.241,2,1,Black,Male,0
1254,29,51797.0,4948.0,60,646,5,0.476,2,1,Hispanic,Male,1
1255,52,29365.0,8211.0,48,749,0,0.194,5,1,White,Female,0
1256,52,25741.0,15601.0,12,565,3,0.231,7,2,White,Male,1
1257,18,38604.0,5398.0,36,736,1,0.109,4,1,White,Female,0
1258,57,91988.0,45630.0,36,733,4,0.564,5,1,White,Female,0
1259,39,17267.0,1296.0,24,719,19,0.21,3,0,White,Female,0
1260,46,15055.0,24709.0,24,648,3,0.336,5,0,Black,Male,0
1261,25,40089.0,7039.0,12,413,8,0.265,2,0,White,Male,1
1262,28,37441.0,16076.0,48,598,3,0.578,6,1,Hispanic,Male,0
1263,58,40296.0,46377.0,24,599,3,0.234,2,0,White,Male,1
1264,54,42040.0,8923.0,12,571,13,0.478,1,1,Hispanic,Female,1
1265,31,31764.0,48326.0,24,659,11,0.52,1,0,White,Female,0
1266,47,88780.0,11084.0,48,616,7,0.29,8,0,Hispanic,Female,1
1267,52,13897.0,37337.0,60,584,1,0.258,5,1,White,Female,0
1268,38,22090.0,27787.0,36,565,3,0.461,4,0,White,Female,0
1269,54,34134.0,44339.0,36,592,1,0.552,1,0,White,Male,0
1270,22,13549.0,28146.0,60,739,2,0.465,6,0,Hispanic,Male,0
1271,36,32679.0,27193.0,24,597,3,0.175,1,1,Black,Female,1
1272,31,98408.0,10577.0,24,608,8,0.539,5,0,White,Female,1
1273,43,36773.0,9145.0,24,613,11,0.263,2,0,White,Female,0
1274,21,41707.0,45908.0,24,677,2,0.367,6,0,White,Female,0
1275,42,17050.0,17064.0,36,686,0,0.507,3,0,White,Female,0
1276,62,25089.0,19232.0,60,406,9,0.154,6,0,Black,Male,1
1277,59,28995.0,38231.0,48,731,0,0.481,3,1,Black,Female,0
1278,42,30013.0,17602.0,36,764,4,0.378,6,0,Asian,Male,0
1279,35,78354.0,47651.0,60,565,0,0.541,5,0,Other,Male,1
1280,57,50747.0,37158.0,12,572,2,0.145,1,0,Black,Female,0
1281,25,18641.0,30274.0,24,613,21,0.281,3,0,White,Female,0
1282,56,42104.0,44164.0,36,589,0,0.508,3,0,White,Male,1
1283,57,48969.0,3431.0,48,667,2,0.061,2,0,White,Male,0
1284,31,71976.0,13596.0,12,494,1,0.112,4,1,White,Male,1
1285,49,93744.0,23787.0,36,560,11,0.595,2,1,Black,Female,0
1286,68,19751.0,12122.0,48,773,10,0.204,4,0,Other,Male,0
1287,55,22326.0,37451.0,48,575,1,0.587,4,1,Asian,Female,0
1288,50,17076.0,46041.0,48,749,0,0.15,0,0,White,Male,0
1289,40,31558.0,21765.0,36,678,4,0.249,4,1,White,Female,0
1290,32,48041.0,17764.0,12,505,2,0.464,2,2,Hispanic,Female,1
1291,50,65670.0,48116.0,36,700,5,0.412,3,0,Hispanic,Male,0
1292,42,34698.0,22798.0,24,640,0,0.37,3,0,White,Female,1
1293,34,29974.0,24963.0,60,613,0,0.341,2,0,Hispanic,Female,0
1294,50,39777.0,18231.0,36,669,5,0.514,0,0,Black,Male,0
1295,64,22003.0,45568.0,36,687,1,0.179,1,0,White,Female,0
1296,72,127226.0,28879.0,48,706,9,0.293,5,1,White,Male,0
1297,19,13841.0,38347.0,36,744,0,0.135,4,1,Asian,Male,0
1298,31,40572.0,40779.0,36,682,1,0.378,2,0,Black,Male,0
1299,70,122292.0,17751.0,48,539,32,0.188,1,0,White,Female,1
1300,57,36464.0,22251.0,60,612,2,0.234,1,0,Black,Female,0
1301,57,32402.0,42575.0,48,850,6,0.309,3,0,Hispanic,Male,0
1302,68,29306.0,18800.0,12,707,1,0.065,3,1,Asian,Female,0
1303,56,32590.0,39903.0,36,839,4,0.101,3,0,White,Male,0
1304,68,82761.0,47109.0,48,761,6,0.427,5,1,Other,Male,0
1305,23,9632.0,31537.0,24,669,1,0.286,4,0,White,Male,0
1306,23,91132.0,37340.0,24,674,8,0.526,3,0,Black,Female,0
1307,20,15454.0,40450.0,60,647,4,0.432,0,0,Black,Female,0
1308,24,30946.0,42407.0,12,510,2,0.054,7,2,White,Female,1
1309,68,28070.0,20358.0,48,651,4,0.389,3,0,White,Male,0
1310,25,51696.0,3512.0,36,746,4,0.102,4,1,Asian,Male,0
1311,59,13921.0,20692.0,36,602,0,0.48,4,0,Black,Female,1
1312,69,47921.0,34014.0,12,682,2,0.595,4,0,White,Female,0
1313,32,122343.0,23067.0,48,718,2,0.342,1,1,White,Male,1
1314,64,16028.0,37699.0,36,577,2,0.426,4,1,White,Male,1
1315,46,40694.0,18492.0,36,613,7,0.181,3,0,White,Male,0
1316,50,24412.0,32102.0,48,568,3,0.291,4,0,Other,Male,0
1317,69,46889.0,10135.0,48,584,14,0.521,2,1,Hispanic,Female,1
1318,47,36735.0,37719.0,60,546,1,0.142,5,1,Other,Female,1
1319,56,24714.0,27739.0,36,577,2,0.196,3,1,White,Male,1
1320,44,48665.0,10999.0,36,763,7,0.295,1,1,Black,Male,0
1321,53,107217.0,15304.0,60,576,3,0.442,4,1,White,Female,0
1322,46,32385.0,37682.0,48,660,3,0.257,6,1,Hispanic,Male,0
1323,55,55930.0,24647.0,24,609,0,0.56,1,0,White,Male,0
1324,74,16715.0,11586.0,24,744,2,0.102,3,0,White,Female,0
1325,50,20458.0,48396.0,48,754,1,0.254,2,1,White,Female,0
1326,54,48216.0,36041.0,36,719,36,0.44,6,0,White,Female,0
1327,44,88474.0,47900.0,48,674,1,0.174,1,2,Black,Male,0
1328,72,44953.0,21928.0,36,631,10,0.411,4,0,Black,Male,0
1329,50,30097.0,24280.0,24,554,5,0.14,2,0,Black,Female,0
1330,21,36300.0,45000.0,48,805,2,0.081,5,2,Other,Female,0
1331,39,17150.0,26727.0,12,589,3,0.117,2,0,White,Male,1
1332,19,52193.0,35657.0,36,703,9,0.561,1,1,White,Male,0
1333,27,61661.0,13356.0,36,734,10,0.353,2,0,Hispanic,Male,0
1334,22,27688.0,22890.0,36,605,0,0.488,5,1,White,Female,0
1335,27,27391.0,7049.0,48,733,2,0.233,2,0,White,Female,0
1336,50,42596.0,11093.0,48,711,2,0.376,2,1,Hispanic,Male,0
1337,71,27944.0,1046.0,48,788,0,0.322,3,0,White,Female,0
1338,55,34903.0,2924.0,12,612,4,0.57,4,2,White,Female,1
1339,30,128006.0,48887.0,24,547,9,0.461,2,0,White,Female,1
1340,48,31313.0,12875.0,36,609,2,0.452,4,0,White,Male,0
1341,64,29290.0,33502.0,60,666,6,0.075,4,0,White,Male,0
1342,53,24624.0,42116.0,48,654,4,0.352,3,1,White,Female,0
1343,62,56756.0,27982.0,48,618,2,0.307,7,1,White,Male,0
1344,41,32574.0,8504.0,36,497,0,0.56,0,0,White,Female,0
1345,69,24597.0,36678.0,36,687,6,0.192,4,1,White,Female,0
1346,73,80240.0,30412.0,36,807,9,0.198,5,1,Black,Male,0
1347,32,85115.0,36831.0,24,687,5,0.276,3,3,White,Female,0
1348,46,25330.0,38718.0,12,698,0,0.184,0,1,White,Female,0
1349,25,11850.0,48795.0,60,695,1,0.121,5,0,White,Female,0
1350,22,66470.0,29105.0,24,681,0,0.522,4,0,White,Female,0
1351,46,24082.0,17740.0,24,724,4,0.357,1,0,White,Female,0
1352,64,58359.0,32775.0,12,681,7,0.524,0,0,White,Female,0
1353,21,11136.0,4354.0,60,624,0,0.507,3,0,Black,Male,0
1354,29,62041.0,44972.0,36,586,9,0.205,4,2,Black,Female,1
1355,62,17559.0,6850.0,48,630,4,0.351,4,0,Asian,Male,0
1356,19,56300.0,17064.0,60,675,5,0.096,1,4,White,Male,1
1357,44,36628.0,40972.0,36,624,17,0.553,2,0,White,Male,0
1358,48,20489.0,30268.0,48,675,0,0.272,1,0,White,Male,0
1359,68,28446.0,20288.0,12,685,11,0.267,1,1,Hispanic,Male,0
1360,68,54819.0,24198.0,24,716,0,0.217,0,1,White,Female,0
1361,53,38698.0,42873.0,48,752,2,0.303,4,1,White,Female,0
1362,53,51568.0,17660.0,48,656,9,0.188,3,0,White,Male,0
1363,43,118879.0,43613.0,36,545,11,0.256,1,0,Black,Female,0
1364,60,14207.0,5319.0,36,622,3,0.49,5,1,Asian,Male,0
1365,44,95830.0,39063.0,36,653,4,0.509,5,2,Asian,Female,1
1366,22,38662.0,42530.0,12,503,6,0.217,3,1,White,Male,0
1367,37,21178.0,9909.0,24,761,8,0.308,7,0,White,Male,0
1368,28,16347.0,22087.0,24,661,0,0.531,1,0,Hispanic,Male,0
1369,27,32420.0,9109.0,24,680,8,0.079,3,2,White,Female,0
1370,57,63132.0,35624.0,48,759,3,0.539,5,1,White,Female,0
1371,55,33640.0,27232.0,24,599,2,0.171,2,0,Black,Male,1
1372,23,89922.0,32131.0,24,695,2,0.423,2,0,Black,Male,0
1373,25,15204.0,10628.0,36,641,3,0.37,2,0,Other,Female,0
1374,40,36053.0,11376.0,60,635,14,0.354,5,0,White,Female,0
1375,64,17130.0,3033.0,24,588,3,0.523,2,0,White,Male,1
1376,43,45170.0,16781.0,12,783,15,0.106,1,0,White,Male,0
1377,63,61829.0,28427.0,36,619,0,0.241,3,0,Hispanic,Male,0
1378,60,28213.0,43039.0,48,705,6,0.346,3,0,Black,Female,0
1379,29,7612.0,33679.0,36,499,8,0.496,1,0,Black,Male,1
1380,43,40920.0,22334.0,48,744,5,0.169,5,0,Other,Female,0
1381,30,47195.0,47703.0,60,734,4,0.492,2,0,Black,Female,0
1382,57,46285.0,36243.0,48,657,4,0.27,4,0,White,Male,1
1383,35,76227.0,46578.0,48,631,9,0.154,5,0,Black,Female,0
1384,42,19099.0,26852.0,36,682,8,0.467,4,1,Black,Male,0
1385,50,54619.0,13686.0,12,833,0,0.1,5,0,White,Male,0
1386,64,74273.0,3589.0,60,508,9,0.333,4,0,White,Female,1
1387,57,12492.0,36578.0,36,712,2,0.085,4,0,Hispanic,Male,0
1388,60,43993.0,6944.0,24,577,1,0.246,2,1,White,Female,0
1389,29,26836.0,15836.0,48,648,10,0.381,6,0,Hispanic,Female,0
1390,61,34582.0,27091.0,24,630,2,0.356,0,0,White,Male,0
1391,53,44739.0,28656.0,36,615,8,0.273,1,0,Other,Female,0
1392,65,27110.0,30429.0,36,649,1,0.286,0,0,White,Female,1
1393,21,24211.0,9147.0,36,559,0,0.175,2,1,White,Male,1
1394,22,37067.0,19607.0,48,732,3,0.301,1,0,White,Female,0
1395,73,18914.0,31243.0,24,506,0,0.574,2,1,White,Male,0
1396,54,18930.0,48521.0,36,693,7,0.518,8,1,White,Male,0
1397,25,54591.0,36654.0,36,623,1,0.13,5,0,White,Female,0
1398,59,18228.0,46208.0,48,556,2,0.066,2,0,Black,Female,1
1399,66,54165.0,38348.0,48,666,0,0.563,1,1,White,Male,0
1400,45,47933.0,29994.0,36,525,1,0.34,2,0,Black,Female,0
1401,48,12894.0,10409.0,48,653,7,0.346,5,1,Hispanic,Male,0
1402,26,24184.0,33668.0,24,536,0,0.479,5,0,Hispanic,Female,1
1403,71,74345.0,31546.0,60,686,5,0.223,2,2,White,Male,0
1404,68,20157.0,30521.0,36,576,12,0.315,4,1,White,Male,1
1405,46,27484.0,25000.0,48,613,5,0.583,1,1,White,Female,0
1406,31,47918.0,26904.0,12,673,8,0.42,1,0,Hispanic,Female,0
1407,57,58107.0,17388.0,24,588,0,0.135,1,0,Hispanic,Female,0
1408,58,31228.0,26446.0,36,645,1,0.123,5,1,White,Male,0
1409,39,25374.0,10680.0,60,528,11,0.162,2,0,White,Male,1
1410,28,85257.0,40454.0,36,700,6,0.472,4,0,White,Female,0
1411,40,103088.0,10103.0,60,791,5,0.212,4,2,White,Female,0
1412,18,65337.0,5163.0,36,850,5,0.062,5,1,White,Male,0
1413,63,38223.0,22376.0,36,657,2,0.569,4,1,Black,Female,0
1414,54,22360.0,33257.0,24,713,0,0.143,3,0,White,Female,0
1415,38,22065.0,22448.0,48,507,7,0.055,3,0,Black,Male,0
1416,43,49687.0,14561.0,24,770,5,0.18,3,0,Asian,Female,0
1417,63,46678.0,28350.0,60,712,3,0.179,5,0,Black,Male,0
1418,53,84201.0,18003.0,60,611,11,0.282,4,1,White,Male,0
1419,71,53652.0,46711.0,60,748,2,0.556,3,2,White,Female,0
1420,40,14738.0,46210.0,36,629,1,0.534,2,0,White,Female,0
1421,74,68266.0,25616.0,48,613,10,0.301,4,1,Hispanic,Female,0
1422,18,19954.0,17066.0,48,688,7,0.276,5,2,White,Male,0
1423,71,28843.0,37119.0,24,564,3,0.355,1,0,White,Male,0
1424,72,42198.0,2799.0,48,731,0,0.184,5,2,White,Male,0
1425,68,120259.0,24264.0,12,565,1,0.079,5,0,White,Female,1
1426,57,234674.0,17480.0,36,565,5,0.567,2,1,Black,Male,1
1427,32,52262.0,46106.0,24,577,2,0.153,2,0,White,Male,0
1428,38,32535.0,1588.0,24,710,9,0.159,2,0,White,Male,0
1429,64,50046.0,28088.0,36,600,14,0.31,2,0,White,Female,1
1430,26,61858.0,37293.0,36,542,8,0.32,4,0,White,Male,1
1431,70,29959.0,24766.0,48,601,2,0.06,3,4,Black,Female,1
1432,26,106631.0,5185.0,12,647,7,0.131,1,3,White,Female,0
1433,27,41691.0,48651.0,36,555,2,0.258,5,0,White,Male,0
1434,69,48954.0,26383.0,24,557,0,0.426,2,0,Black,Male,0
1435,74,54152.0,31095.0,36,818,0,0.176,3,0,Black,Male,0
1436,70,46768.0,12594.0,48,581,2,0.283,0,1,White,Female,0
1437,43,60076.0,24691.0,36,624,11,0.357,1,1,White,Female,1
1438,58,25076.0,22028.0,48,620,1,0.539,3,1,White,Female,0
1439,52,25978.0,4670.0,36,616,1,0.229,2,0,White,Female,0
1440,69,18768.0,6202.0,48,699,17,0.123,2,0,White,Male,1
1441,42,47273.0,42036.0,36,725,0,0.319,3,1,White,Male,0
1442,43,57952.0,12751.0,36,625,7,0.461,2,1,Other,Female,0
1443,28,47794.0,10553.0,48,551,1,0.11,3,1,White,Female,1
1444,55,99180.0,25741.0,12,751,0,0.284,5,1,Hispanic,Female,0
1445,19,36194.0,38669.0,48,642,12,0.06,3,1,Hispanic,Female,0
1446,24,54244.0,4035.0,48,788,0,0.068,5,2,Other,Female,0
1447,35,18863.0,29264.0,36,470,4,0.316,4,0,White,Female,1
1448,44,28789.0,6841.0,12,665,1,0.214,4,1,Hispanic,Female,0
1449,51,55123.0,2787.0,12,803,0,0.515,4,0,Other,Female,0
1450,44,60443.0,3584.0,60,621,0,0.381,2,0,White,Male,0
1451,34,30443.0,41874.0,48,631,0,0.3,2,0,White,Male,0
1452,60,34788.0,6781.0,24,673,0,0.274,5,0,White,Female,0
1453,61,14607.0,3212.0,36,605,7,0.323,5,0,Black,Male,1
1454,68,29313.0,22457.0,36,625,3,0.072,1,1,White,Male,1
1455,71,61959.0,42356.0,48,622,2,0.541,3,0,White,Male,1
1456,41,51283.0,13858.0,12,599,2,0.599,8,1,Hispanic,Female,1
1457,42,49040.0,21664.0,24,748,13,0.15,3,1,White,Female,0
1458,24,37416.0,2956.0,60,686,12,0.116,6,0,Hispanic,Female,0
1459,69,36470.0,23005.0,12,670,6,0.129,1,0,White,Male,0
1460,23,24436.0,29303.0,24,714,10,0.414,3,2,Black,Female,0
1461,70,55232.0,28974.0,60,628,1,0.414,2,0,White,Male,1
1462,41,46751.0,17289.0,48,588,2,0.516,1,0,White,Female,0
1463,50,48787.0,16461.0,24,601,4,0.464,2,0,Hispanic,Female,0
1464,66,26486.0,6225.0,12,650,4,0.297,3,0,White,Male,0
1465,46,9977.0,18973.0,12,565,3,0.387,4,1,White,Female,0
1466,60,70143.0,5875.0,24,609,2,0.429,2,0,Asian,Male,0
1467,39,27247.0,38563.0,60,608,21,0.332,2,1,White,Female,1
1468,43,21641.0,48347.0,36,819,8,0.312,3,0,Hispanic,Female,0
1469,45,55055.0,48534.0,48,428,2,0.405,5,0,White,Female,1
1470,67,28704.0,43388.0,60,635,6,0.357,3,0,White,Male,0
1471,38,68594.0,30439.0,36,788,1,0.404,3,0,White,Female,0
1472,66,52586.0,35342.0,24,659,0,0.387,2,1,Other,Male,0
1473,24,54729.0,14975.0,36,710,2,0.446,1,1,White,Male,0
1474,34,16001.0,31908.0,60,657,2,0.404,3,0,Asian,Male,0
1475,37,75144.0,23327.0,48,596,0,0.336,4,0,Other,Female,1
1476,58,42478.0,24619.0,12,470,8,0.425,2,1,White,Female,1
1477,66,29098.0,38131.0,48,666,2,0.297,1,1,Black,Female,0
1478,37,39578.0,14814.0,36,587,4,0.183,5,1,Hispanic,Female,0
1479,71,12510.0,16584.0,60,585,0,0.051,2,1,White,Female,1
1480,39,46406.0,46307.0,24,610,0,0.358,2,1,White,Male,0
1481,45,19582.0,3755.0,36,789,11,0.375,5,0,White,Male,0
1482,57,16129.0,24796.0,60,842,4,0.585,1,0,Hispanic,Male,0
1483,66,14568.0,45727.0,36,667,15,0.249,3,0,Hispanic,Male,0
1484,24,70800.0,30908.0,36,612,33,0.267,6,0,White,Male,0
1485,18,24895.0,27774.0,12,555,2,0.161,4,2,White,Male,0
1486,49,91148.0,13237.0,24,687,1,0.089,6,0,Asian,Female,0
1487,30,26331.0,17820.0,36,792,9,0.475,0,0,White,Male,0
1488,47,13038.0,42750.0,60,630,32,0.187,3,0,Hispanic,Male,0
1489,40,18585.0,28402.0,24,459,4,0.385,5,2,White,Male,1
1490,68,76228.0,26222.0,36,703,7,0.428,3,0,Hispanic,Male,1
1491,73,33073.0,5879.0,48,728,7,0.309,4,1,Asian,Female,0
1492,36,26135.0,1785.0,24,523,2,0.532,1,0,White,Male,0
1493,49,39975.0,48221.0,36,664,4,0.294,7,0,White,Female,0
1494,47,49073.0,19472.0,48,686,8,0.207,2,0,White,Female,0
1495,46,71000.0,30557.0,60,644,5,0.543,4,0,White,Male,0
1496,66,86604.0,4906.0,48,586,0,0.524,4,0,White,Male,0
1497,62,29265.0,34473.0,48,731,2,0.14,1,0,Black,Female,0
1498,46,16389.0,46696.0,24,617,0,0.064,3,1,White,Male,1
1499,47,28337.0,29208.0,60,531,1,0.099,3,1,White,Male,1
1500,33,42454.0,7180.0,24,486,11,0.208,6,0,Hispanic,Male,1
1501,57,20368.0,29504.0,48,750,0,0.585,4,0,Black,Female,0
1502,36,20449.0,38551.0,24,699,1,0.357,3,0,White,Male,0
1503,35,44635.0,20914.0,60,657,1,0.255,3,1,Black,Female,0
1504,18,35271.0,44112.0,48,614,4,0.539,3,0,Hispanic,Female,1
1505,31,37037.0,32785.0,48,607,3,0.299,3,1,White,Female,1
1506,68,23038.0,45063.0,24,563,1,0.223,4,0,White,Male,0
1507,64,31627.0,31552.0,36,615,0,0.568,3,0,White,Female,1
1508,67,20857.0,7433.0,48,480,1,0.517,1,0,Hispanic,Male,1
1509,19,61952.0,16175.0,48,591,3,0.514,4,0,Hispanic,Female,0
1510,71,67586.0,10888.0,24,625,1,0.332,5,0,Black,Male,0
1511,45,11996.0,45532.0,60,698,14,0.484,5,2,White,Male,0
1512,66,20791.0,38260.0,60,646,3,0.149,3,0,White,Female,0
1513,67,14796.0,34144.0,24,713,0,0.365,3,0,Hispanic,Female,0
1514,47,24587.0,15747.0,48,757,6,0.591,5,0,White,Female,0
1515,55,34542.0,10018.0,36,734,1,0.21,3,0,White,Male,0
1516,68,15218.0,38066.0,36,687,5,0.487,2,1,White,Male,0
1517,21,20887.0,24234.0,36,650,1,0.32,3,0,Hispanic,Male,0
1518,18,19883.0,12064.0,36,571,4,0.072,1,1,White,Female,1
1519,25,41125.0,31214.0,48,709,7,0.47,4,0,White,Male,0
1520,46,37858.0,2976.0,36,784,13,0.143,5,0,Black,Male,0
1521,72,23552.0,16982.0,48,677,1,0.397,3,0,Black,Male,0
1522,56,40380.0,23959.0,48,803,2,0.097,3,1,Black,Female,0
1523,20,26160.0,8250.0,48,527,3,0.571,1,0,Black,Female,1
1524,49,30854.0,49248.0,12,557,13,0.21,2,1,White,Male,1
1525,27,99118.0,11246.0,60,718,11,0.175,2,0,White,Female,0
1526,27,81168.0,7387.0,36,671,0,0.121,6,0,Black,Female,0
1527,36,16651.0,10973.0,24,755,0,0.57,5,0,White,Female,0
1528,63,59745.0,38684.0,24,648,3,0.442,4,1,Black,Female,1
1529,51,59091.0,21850.0,36,580,0,0.458,6,1,Black,Female,1
1530,50,18234.0,28705.0,60,632,2,0.325,4,0,White,Female,0
1531,40,59354.0,2029.0,36,527,0,0.311,1,0,White,Female,1
1532,72,91378.0,2687.0,48,559,5,0.111,6,1,White,Female,0
